'5.81', 2, 2, -108, 174, 42, 0, 0, 0
'5.82', 1, 1, -96, 56, 14, 0, 0, 0
'5.83', 1, 1, -88, 98, 11, 0, 0, 1
'5.84', 1, 1, -86, 504, 30, 0, 0, 0
'5.85', 3, 1, 22, 36, 6, 0, 1, 0
'5.86', 1, 1, -92, 218, 11, 0, 0, 1
'5.87', 2, 2, -128, 90, 18, 0, 0, 0
'5.88', 1, 1, -92, 352, 22, 0, 0, 0
'5.89', 1, 1, -44, 148, 16, 0, 0, 0
'5.90', 2, 2, 320, 8, 8, 0, 0, 0
'5.91', 2, 1, 34, 116, 8, 0, 0, 0
'5.92', 4, 2, -100, 204, 24, 1, 0, 0
'5.93', 3, 3, -100, 88, 12, 0, 0, 0
'5.94', 3, 3, -132, 47, 27, 1, 0, 0
'5.95', 1, 1, -74, 84, 12, 1, 0, 0
'5.96', 2, 2, -74, 46, 16, 1, 0, 0
'5.97', 1, 1, 52, 36, 12, 0, 0, 0
'5.98', 1, 1, -50, 226, 13, 0, 0, 1
'5.99', 3, 3, -136, -10, 15, 0, 0, 1
'5.100', 6, 6, -16, 14, 6, 0, 0, 0
'5.101', 2, 2, -114, 44, 8, 0, 1, 1
'5.102', 6, 3, -108, 60, 48, 1, 1, 0
'5.103', 5, 5, -132, 17, 5, 1, 0, 0
'5.104', 4, 4, -128, 64, 52, 0, 0, 1
'5.105', 2, 2, 376, -16, 8, 1, 1, 0
'5.106', 1, 1, 220, 413, 17, 1, 0, 0
'5.107', 4, 4, -176, 128, 20, 0, 0, 1
'5.108', 8, 8, -36, 14, 8, 0, 0, 0
'5.109', 1, 1, -72, 48, 12, 0, 0, 0
'5.110', 1, 1, -64, 444, 24, 0, 0, 0
'5.111', 1, 1, -60, 636, 24, 0, 0, 0
'5.112', 1, 1, -18, 312, 12, 0, 0, 0
'5.113', 2, 1, -29, 40, 10, 0, 0, 1
'5.114', 1, 1, 192, -20, 4, 0, 0, 0
'5.115', 3, 3, 792, -21, 3, 1, 0, 0
'5.116', 1, 1, 752, -44, 4, 1, 0, 0
'5.117', 1, 1, 608, -23, 1, 1, 0, 0
'5.118', 1, 1, 384, -64, 8, 0, 0, 0
'5.119', 1, 1, -4, 8, 2, 0, 0, 0
'5.120', 1, 1, -36, 32, 8, 0, 0, 0
'5.121', 1, 1, 20, 32, 8, 0, 0, 0
'5.122', 3, 3, -12, -12, 6, 0, 0, 0
'5.123', 1, 1, 96, 64, 16, 1, 0, 0
'5.124', 1, 1, -60, 36, 6, 0, 0, 0
'5.125', 1, 1, -68, 180, 6, 0, 0, 0
'5.126', 1, 1, -96, 140, 8, 0, 0, 0
'5.127', 1, 1, -114, 100, 10, 0, 0, 0
'5.128', 5, 5, -8, 41, 5, 1, 1, 0
'5.129', 5, 5, 68, 46, 10, 1, 1, 0
'5.130', 3, 3, 52, 16, 6, 0, 0, 0
'5.131', 3, 3, 300, -12, 6, 0, 0, 0
'5.132', 1, 1, 192, 24, 12, 0, 0, 0
'5.133', 1, 1, 52, 52, 4, 0, 0, 0
'5.134', 3, 1, 56, 36, 12, 0, 0, 0
'6.1', 2, 2, 160, 60, 60, 0, 0, 0
'6.2', 3, 1, 320, 24, 60, 0, 0, 0
'6.3', 1, 1, -44, 332, 14, 0, 0, 0
'6.4', 1, 1, -76, 322, 19, 0, 0, 1
'6.5', 2, 2, -212, 0, 18, 0, 0, 1
'6.6', 1, 1, -158, 1368, 18, 0, 0, 0
'6.7', 3, 3, -312, 0, 18, 0, 0, 0
'6.8', 1, 1, -50, 190, 13, 0, 0, 1
'6.9', 1, 1, -44, 1266, 81, 0, 0, 1
'6.10', 1, 1, -160, 504, 18, 0, 0, 0
'6.11', 1, 1, 528, -8, 4, 0, 0, 0
'6.12', 1, 1, 0, 156, 6, 0, 0, 0
'6.14', 1, 1, -190, 660, 24, 0, 0, 0
'6.15', 1, 1, 104, -16, 8, 0, 0, 0
'6.16', 1, 1, 248, -8, 4, 0, 0, 0
'6.17', 3, 3, 48, 40, 60, 0, 0, 0
'6.18', 1, 1, 0, 100, 4, 0, 0, 0
'6.19', 1, 1, -8, 350, 23, 0, 0, 1
'6.20', 6, 6, -12, -112, 42, 0, 0, 1
'6.21', 6, 1, -36, 1500, 60, 1, 0, 0
'6.22', 1, 1, -76, 1548, 96, 0, 0, 0
'6.23', 1, 1, -80, 1748, 116, 0, 0, 0
'6.24', 1, 1, -6, 276, 18, 0, 0, 0
'6.25', 1, 1, -72, 465, 117, 1, 1, 0
'6.26', 1, 1, -80, 1352, 86, 0, 0, 0
'6.27', 2, 1, -42, 1560, 102, 0, 0, 1
'6.28', 1, 1, -72, 498, 27, 0, 0, 1
'6.30', 1, 1, -32, 1208, 32, 0, 0, 0
'6.31', 2, 1, -10, 456, 30, 0, 0, 1
'6.33', 1, 1, -88, 40, 4, 0, 0, 0
'6.34', 3, 3, -8, 32, 12, 0, 0, 0
'6.35', 3, 3, 270, 96, 12, 1, 0, 0
'6.36', 1, 1, -32, 424, 28, 0, 0, 0
'6.37', 2, 1, 146, -4, 8, 0, 0, 0
'6.38', 5, 5, 264, 4, 10, 0, 0, 0
'6.39', 2, 2, -324, 228, 24, 1, 1, 0
'6.40', 1, 1, 296, -28, 2, 0, 0, 0
'6.41', 1, 1, -84, 404, 26, 0, 0, 0
'7.1', 1, 1, -32, 424, 28, 0, 0, 0
'7.2', 2, 1, 146, -28, 8, 0, 1, 0
'7.3', 1, 1, 0, 100, 4, 0, 0, 0
'7.4', 1, 1, -58, 54, 6, 1, 0, 0
'7.5', 1, 1, 68, 14, 2, 1, 0, 0
'7.6', 1, 1, -6, 276, 18, 0, 0, 0
'7.7', 2, 1, -10, 456, 30, 0, 0, 1
'7.8', 2, 1, -12, 180, 36, 0, 0, 0
'7.9', 6, 1, -18, 378, 54, 1, 1, 0
'7.10', 6, 1, -36, 7260, 60, 1, 0, 0
'7.11', 2, 2, -324, 84, 24, 1, 0, 0
'7.12', 1, 1, 90, -36, 12, 0, 1, 0
'7.13', 2, 1, 320, -80, 16, 0, 0, 0
'7.14', 1, 1, 290, 52, 4, 0, 1, 0
'7.15', 10, 10, 528, -26, 10, 0, 1, 1
'7.16', 3, 1, 16, 936, 60, 0, 0, 0
'7.17', 9, 9, 234, 54, 18, 1, 0, 0
'7.18', 1, 1, -88, 40, 4, 0, 0, 0
'7.19', 3, 3, -8, 32, 12, 0, 0, 0
'7.20', 1, 1, -18, 414, 27, 0, 0, 1
'7.21', 1, 1, 246, -42, 9, 0, 1, 1
'8.1', 2, 1, -90, 504, 30, 0, 0, 1
'8.2', 1, 1, -10, 108, 6, 0, 0, 0
'8.3', 2, 2, 6, 66, 12, 0, 0, 0
'8.4', 18, 3, -18, 30, 18, 1, 1, 0
'8.5', 6, 1, 96, 324, 36, 1, 0, 0
'8.6', 3, 1, -80, 576, 30, 0, 0, 0
'8.7', 4, 2, -30, 86, 20, 0, 0, 0
'8.8', 3, 3, -60, 31, 15, 1, 1, 0
'8.9', 6, 1, 50, 186, 30, 1, 0, 0
'8.10', 6, 2, 14, 306, 12, 0, 0, 0
'8.11', 3, 3, 0, 102, 18, 1, 1, 0
'8.12', 18, 1, 108, 468, 36, 1, 0, 0
'8.13', 12, 6, 138, -10, 12, 0, 1, 1
'8.14', 6, 2, 118, 78, 12, 0, 1, 0
'8.15', 6, 1, 78, 48, 18, 0, 1, 1
'8.16', 1, 1, -90, 734, 47, 0, 0, 1
'8.17', 3, 3, 14, 14, 6, 1, 1, 0
'8.18', 1, 1, -44, 428, 26, 0, 0, 0
'8.19', 4, 4, 80, 158, 8, 0, 0, 0
'8.20', 1, 1, -90, 556, 34, 0, 0, 0
'8.21', 6, 2, -6, 84, 18, 0, 1, 0
'8.22', 1, 1, -90, 608, 38, 0, 0, 0
'8.23', 1, 1, -90, 83, 11, 1, 0, 0
'8.24', 2, 2, -86, 90, 24, 0, 0, 1
'8.25', 3, 1, 192, -12, 18, 0, 0, 0
'8.26', 1, 1, -84, -32, 22, 0, 0, 0
'8.27', 2, 2, 12, 46, 10, 0, 0, 0
'8.28', 1, 1, -86, 404, 26, 0, 0, 0
'8.29', 2, 1, -74, 164, 32, 1, 1, 0
'8.30', 1, 1, -68, -24, 12, 0, 0, 0
'8.31', 1, 1, -76, 126, 15, 0, 0, 1
'8.32', 3, 1, 36, 564, 36, 0, 0, 0
'8.33', 2, 2, -110, 120, 30, 0, 0, 1
'8.34', 1, 1, -80, 270, 15, 0, 0, 1
'8.35', 1, 1, -72, 1770, 117, 0, 0, 1
'8.36', 1, 1, -80, 1748, 116, 0, 0, 0
'8.37', 3, 3, -116, 190, 33, 0, 0, 1
'8.38', 1, 1, -20, 80, 8, 0, 0, 0
'8.39', 3, 3, -90, 148, 30, 0, 0, 0
'8.40', 1, 1, -76, 1548, 96, 0, 0, 0
'8.41', 1, 1, -50, 252, 24, 0, 0, 0
'8.42', 4, 2, -8, 248, 32, 1, 1, 0
'8.43', 1, 1, -60, 448, 28, 0, 0, 0
'8.44', 4, 2, 180, 38, 8, 0, 0, 0
'8.45', 2, 2, -60, 76, 40, 1, 1, 0
'8.46', 1, 1, 6, 416, 8, 0, 0, 0
'8.47', 2, 1, -50, 288, 18, 0, 0, 1
'8.48', 1, 1, -64, 262, 13, 0, 0, 1
'8.49', 2, 2, -50, 30, 12, 0, 0, 0
'8.50', 1, 1, -8, 350, 23, 0, 0, 1
'8.51', 1, 1, -80, 1352, 86, 0, 0, 0
'8.52', 1, 1, 136, 4, 4, 0, 0, 0
'8.53', 2, 2, 304, 88, 16, 0, 0, 0
'8.54', 6, 6, -12, 686, 42, 0, 0, 0
'8.55', 6, 6, 96, 400, 48, 0, 0, 0
'8.56', 1, 1, -22, 32, 8, 0, 0, 0
'8.57', 1, 1, -58, 388, 40, 1, 1, 0
'8.58', 1, 1, -62, 612, 6, 0, 0, 0
'8.59', 3, 1, -2, 144, 30, 0, 1, 0
'8.60', 1, 1, -66, 36, 6, 0, 0, 0
'8.61', 2, 1, -6, 96, 30, 0, 1, 1
'8.62', 3, 3, 222, -12, 6, 0, 1, 0
'8.63', 2, 2, -68, 114, 30, 0, 0, 0
'8.64', 2, 1, 96, 16, 16, 0, 1, 0
'8.65', 1, 1, -72, 196, 40, 1, 1, 0
'8.66', 2, 1, 24, 312, 12, 0, 0, 0
'8.67', 1, 1, -84, 162, 30, 1, 1, 0
'8.68', 2, 1, -42, 1560, 102, 0, 0, 1
'8.69', 2, 1, -18, -52, 32, 0, 0, 0
'8.70', 1, 1, 6, 20, 8, 0, 0, 0
'8.71', 2, 1, 150, -24, 18, 0, 0, 1
'8.72', 1, 1, -72, 498, 27, 0, 0, 1
'8.73', 1, 1, -84, 404, 26, 0, 0, 0
'8.74', 1, 1, -32, 1208, 32, 0, 0, 0
'8.75', 1, 1, 110, -12, 6, 0, 0, 0
'8.76', 2, 1, 362, -24, 6, 0, 0, 1
'8.77', 2, 1, -58, 344, 20, 0, 0, 0
'8.78', 6, 6, 216, 10, 6, 0, 0, 0
'8.79', 3, 1, 16, 72, 60, 0, 0, 0
'8.80', 1, 1, 52, -12, 12, 0, 0, 0
'8.81', 2, 1, 208, 64, 16, 1, 0, 0
'8.82', 6, 6, -12, -112, 42, 0, 0, 1
'8.83', 4, 4, 180, 10, 4, 0, 0, 0
'8.84', 3, 1, -28, 96, 30, 0, 0, 0
'8.85', 2, 1, 136, 168, 12, 0, 0, 0
'8.86', 1, 1, -78, 578, 35, 0, 0, 1
'8.88', 1, 1, -76, 270, 15, 0, 0, 1
'9.1', 6, 3, -76, 548, 42, 0, 0, 1
'9.2', 3, 1, -28, 624, 42, 0, 0, 0
'9.3', 1, 1, -18, 414, 27, 0, 0, 1
'9.4', 3, 3, 738, -15, 9, 1, 1, 0
'9.5', 1, 1, -34, 324, 18, 0, 0, 0
'9.6', 1, 1, -74, 1596, 102, 0, 0, 0
